ID do Aluno,CPF,Nome,Telefone,E-mail,Data de Contratação,Plano vigente,Anual/Mensal,Valor do Plano,Valor Renovação,Data de renovação,Forma de pagamento,Parcelas,Já renovou antes,Mesmo nome do Cartão?,Acessos 30D,Acessos 90d,Cursos Concluídos (Sempre),Cursos Concluídos (30d),Comunicações Abertas 30d,Comunicações Abertas 90d,OptOut,Bounce,Incomunicavel?
200257,000.000.002-57,Lucas Gomes,(70) 93946-0684,lucas.gomes.257@outlook.com,2024-06-03,Ultra,Anual,1200,960,2025-06-03,Cartão,1x,Não,Sim,0,2,0,0,1,1,Não,Não,Não
200258,000.000.002-58,Ana Silva,(30) 99247-3467,ana.silva.258@gmail.com,2024-03-19,Plus,Anual,900,720,2025-03-19,Cartão,12x,Não,Não,9,23,27,4,2,3,Não,Não,Não
200259,000.000.002-59,Paulo Nascimento,(44) 92106-2609,paulo.nascimento.259@outlook.com,2023-01-26,Plus,Anual,900,720,2024-01-26,Outros,1x,Sim,,8,11,21,2,2,9,Não,Não,Não
200260,000.000.002-60,Paulo Gomes,(40) 99558-7074,paulo.gomes.260@outlook.com,2023-07-30,Plus,Anual,900,720,2024-07-29,Cartão,12x,Sim,Sim,19,25,23,0,1,6,Não,Não,Não
200261,000.000.002-61,Daniela Almeida,(57) 98120-2792,daniela.almeida.261@gmail.com,2024-04-20,Plus,Anual,900,720,2025-04-20,Cartão,12x,Não,Sim,1,2,12,2,1,1,Não,Não,Não
200262,000.000.002-62,Paulo Costa,,paulo.costa.262@email.com,2023-08-16,Ultra,Anual,1200,960,2024-08-15,Cartão,1x,Não,Sim,11,22,22,3,1,2,Não,Não,Não
200263,000.000.002-63,Fernanda Oliveira,(36) 97929-9843,fernanda.oliveira.263@email.com,2024-01-13,Plus,Anual,900,720,2025-01-12,Cartão,Nx,Sim,Sim,0,0,2,0,1,3,Não,Não,Sim
200264,000.000.002-64,Tatiana Pereira,(85) 97122-5299,tatiana.pereira.264@aluno.com,2023-01-23,Plus,Anual,900,720,2024-01-23,Cartão,Nx,Sim,Sim,0,1,1,0,1,2,Não,Não,Sim
200265,000.000.002-65,Helena Rodrigues,(41) 99366-3991,helena.rodrigues.265@gmail.com,2023-06-18,Pro,Anual,1000,800,2024-06-17,Cartão,12x,Sim,Sim,25,30,35,4,1,9,Não,Não,Não
200266,000.000.002-66,Igor Pereira,,igor.pereira.266@gmail.com,2023-02-13,Plus,Anual,900,720,2024-02-13,Outros,1x,Não,,17,33,18,3,1,9,Não,Não,Não
200267,000.000.002-67,Gustavo Almeida,(87) 90298-5649,gustavo.almeida.267@aluno.com,2023-05-25,Plus,Anual,900,720,2024-05-24,Cartão,1x,Não,Não,0,1,4,0,1,1,Não,Não,Não
200268,000.000.002-68,Lucas Rodrigues,(24) 95858-5842,lucas.rodrigues.268@aluno.com,2023-02-23,Plus,Anual,900,720,2024-02-23,Cartão,Nx,Não,Não,4,7,6,0,1,9,Não,Não,Não
200269,000.000.002-69,Karen Pereira,(27) 99717-3431,karen.pereira.269@gmail.com,2023-10-31,Plus,Anual,900,720,2024-10-30,Cartão,12x,Não,Sim,7,26,22,2,2,3,Não,Sim,Sim
200270,000.000.002-70,Eduardo Rodrigues,(23) 92151-5652,eduardo.rodrigues.270@email.com,2024-12-07,Plus,Anual,900,720,2025-12-07,Cartão,12x,Não,Sim,4,10,9,0,1,3,Não,Não,Não
200271,000.000.002-71,Karen Almeida,(89) 98392-5891,karen.almeida.271@aluno.com,2024-06-25,Plus,Anual,900,720,2025-06-25,Cartão,12x,Não,Sim,5,11,6,2,0,3,Não,Não,Não
200272,000.000.002-72,Mariana Gomes,(75) 94277-1086,mariana.gomes.272@email.com,2023-12-03,Plus,Anual,900,720,2024-12-02,Pix,1x,Não,,0,1,0,0,0,1,Não,Não,Não
200273,000.000.002-73,Gustavo Souza,(78) 93908-3791,gustavo.souza.273@email.com,2023-01-15,Plus,Anual,900,720,2024-01-15,Pix,1x,Não,,5,16,25,3,3,8,Não,Não,Não
200274,000.000.002-74,Mariana Almeida,(37) 90777-3474,mariana.almeida.274@email.com,2023-04-18,Plus,Anual,900,720,2024-04-17,Cartão,12x,Sim,Sim,3,8,9,0,0,7,Não,Não,Não
200275,000.000.002-75,Paulo Pereira,(98) 97140-1992,paulo.pereira.275@outlook.com,2023-10-10,Plus,Anual,900,720,2024-10-09,Boleto,1x,Não,,0,2,2,0,1,2,Não,Não,Não
200276,000.000.002-76,Paulo Pereira,(49) 95730-7212,paulo.pereira.276@gmail.com,2024-12-01,Plus,Anual,900,720,2025-12-01,Cartão,12x,Sim,Sim,0,1,4,0,0,1,Não,Não,Sim
200277,000.000.002-77,Karen Rodrigues,(91) 91283-0527,karen.rodrigues.277@aluno.com,2024-01-28,Plus,Anual,900,720,2025-01-27,Pix,1x,Não,,6,13,2,1,0,0,Não,Não,Não
200278,000.000.002-78,Olivia Silva,(15) 96704-3599,olivia.silva.278@aluno.com,2023-03-01,Plus,Anual,900,720,2024-02-29,Pix,1x,Não,,5,11,1,1,1,3,Não,Não,Não
200279,000.000.002-79,Gustavo Oliveira,(96) 94474-2221,gustavo.oliveira.279@email.com,2023-09-10,Plus,Anual,900,720,2024-09-09,Cartão,12x,Sim,Sim,18,37,7,1,3,9,Não,Não,Não
200280,000.000.002-80,Nicolas Nascimento,(85) 99917-6415,nicolas.nascimento.280@email.com,2023-08-25,Plus,Anual,900,720,2024-08-24,Cartão,12x,Não,Sim,10,26,8,0,4,5,Não,Não,Não
200281,000.000.002-81,Daniela Pereira,(20) 97466-5429,daniela.pereira.281@email.com,2024-12-11,Plus,Anual,900,720,2025-12-11,Cartão,12x,Não,Sim,25,45,27,1,3,4,Não,Não,Não
200282,000.000.002-82,Fernanda Gomes,(47) 95906-2947,fernanda.gomes.282@gmail.com,2024-10-23,Pro,Anual,1000,800,2025-10-23,Cartão,12x,Não,Sim,13,21,36,2,5,11,Não,Não,Sim
200283,000.000.002-83,Nicolas Souza,(16) 93829-6792,nicolas.souza.283@email.com,2023-06-09,Pro,Anual,1000,800,2024-06-08,Cartão,12x,Sim,Sim,1,8,4,0,0,1,Não,Não,Não
200284,000.000.002-84,Daniela Oliveira,(51) 98818-1897,daniela.oliveira.284@gmail.com,2024-06-26,Plus,Anual,900,720,2025-06-26,Cartão,12x,Não,Sim,4,6,1,2,2,3,Não,Não,Não
200285,000.000.002-85,Bruno Gomes,(30) 98328-2249,bruno.gomes.285@outlook.com,2023-07-13,Pro,Anual,1000,800,2024-07-12,Cartão,1x,Não,Sim,10,29,13,1,5,12,Não,Não,Não
200286,000.000.002-86,Mariana Silva,(60) 95263-6055,mariana.silva.286@outlook.com,2023-08-23,Plus,Anual,900,720,2024-08-22,Cartão,12x,Sim,Sim,15,24,37,0,4,8,Não,Sim,Sim
200287,000.000.002-87,Ana Souza,(42) 93461-2021,ana.souza.287@gmail.com,2024-05-31,Plus,Anual,900,720,2025-05-31,Outros,1x,Não,,8,15,34,3,1,3,Não,Não,Sim
200288,000.000.002-88,Juliana Silva,(95) 98051-2516,juliana.silva.288@outlook.com,2023-09-06,Plus,Anual,900,720,2024-09-05,Boleto,1x,Não,,14,26,19,4,5,8,Não,Não,Não
200289,000.000.002-89,Fernanda Oliveira,(70) 92085-7105,fernanda.oliveira.289@aluno.com,2024-04-19,Plus,Anual,900,720,2025-04-19,Boleto,1x,Não,,11,28,22,4,1,2,Não,Não,Não
200290,000.000.002-90,Sergio Pereira,(75) 98821-5173,sergio.pereira.290@outlook.com,2023-05-26,Pro,Anual,1000,800,2024-05-25,Outros,1x,Não,,21,37,5,0,4,6,Não,Não,Não
200291,000.000.002-91,Lucas Gomes,(34) 93623-5690,lucas.gomes.291@email.com,2024-03-26,Plus,Anual,900,720,2025-03-26,Pix,1x,Não,,22,28,38,4,2,4,Não,Não,Não
200292,000.000.002-92,Helena Costa,(72) 91610-4875,helena.costa.292@gmail.com,2023-01-08,Pro,Anual,1000,800,2024-01-08,Cartão,Nx,Sim,Não,21,31,15,2,5,11,Não,Não,Não
200293,000.000.002-93,Eduardo Costa,(45) 95299-1428,eduardo.costa.293@aluno.com,2023-03-17,Plus,Anual,900,720,2024-03-16,Pix,1x,Sim,,6,16,8,0,0,1,Não,Não,Não
200294,000.000.002-94,Sergio Costa,(83) 91810-2103,sergio.costa.294@email.com,2024-05-09,Plus,Anual,900,720,2025-05-09,Cartão,1x,Não,Sim,22,40,10,1,1,11,Não,Não,Não
200295,000.000.002-95,Ana Almeida,(97) 90288-1601,ana.almeida.295@email.com,2024-11-22,Pro,Anual,1000,800,2025-11-22,Cartão,Nx,Não,Sim,12,30,26,4,2,3,Não,Não,Não
200296,000.000.002-96,Olivia Silva,(30) 92862-2834,olivia.silva.296@aluno.com,2024-10-12,Plus,Anual,900,720,2025-10-12,Cartão,Nx,Sim,Sim,4,16,7,1,2,4,Sim,Não,Sim
200297,000.000.002-97,Igor Silva,(72) 96165-6620,igor.silva.297@outlook.com,2023-12-02,Plus,Anual,900,720,2024-12-01,Cartão,12x,Não,Sim,4,9,13,2,1,5,Não,Não,Não
200298,000.000.002-98,Bruno Almeida,(34) 94369-5818,bruno.almeida.298@email.com,2024-06-04,Plus,Anual,900,720,2025-06-04,Cartão,12x,Não,Sim,14,28,21,4,2,3,Não,Não,Não
200299,000.000.002-99,Juliana Gomes,(84) 92664-6107,juliana.gomes.299@gmail.com,2023-08-28,Plus,Anual,900,720,2024-08-27,Cartão,1x,Não,Sim,5,7,4,1,1,5,Não,Não,Não
200300,000.000.003-00,Igor Almeida,(65) 93042-6971,igor.almeida.300@outlook.com,2024-03-29,Plus,Anual,900,720,2025-03-29,Cartão,12x,Não,Sim,0,0,4,0,1,1,Sim,Não,Sim
200301,000.000.003-01,Tatiana Almeida,(95) 93090-1373,tatiana.almeida.301@gmail.com,2023-07-26,Plus,Anual,900,720,2024-07-25,Pix,1x,Sim,,6,12,3,2,2,8,Não,Não,Não
200302,000.000.003-02,Igor Pereira,(26) 97952-3071,igor.pereira.302@outlook.com,2024-07-18,Ultra,Anual,1200,960,2025-07-18,Boleto,1x,Não,,17,21,40,2,1,2,Não,Não,Não
200303,000.000.003-03,Eduardo Silva,(81) 95585-7952,eduardo.silva.303@email.com,2023-05-22,Plus,Anual,900,720,2024-05-21,Cartão,Nx,Sim,Sim,0,2,5,0,0,1,Não,Não,Não
200304,000.000.003-04,Victor Gomes,(23) 98268-9933,victor.gomes.304@outlook.com,2023-01-03,Plus,Anual,900,720,2024-01-03,Cartão,12x,Não,Não,0,2,1,0,0,3,Não,Não,Não
200305,000.000.003-05,Victor Rodrigues,(99) 92056-9599,victor.rodrigues.305@gmail.com,2023-07-13,Plus,Anual,900,720,2024-07-12,Cartão,1x,Não,Sim,0,1,3,0,0,3,Não,Não,Sim
200306,000.000.003-06,Juliana Gomes,(54) 98385-2730,juliana.gomes.306@outlook.com,2024-02-13,Plus,Anual,900,720,2025-02-12,Cartão,1x,Não,Sim,1,11,8,1,3,7,Não,Não,Não
200307,000.000.003-07,Nicolas Souza,(51) 98661-1688,nicolas.souza.307@outlook.com,2023-07-06,Plus,Anual,900,720,2024-07-05,Outros,1x,Sim,,13,33,12,0,1,2,Não,Não,Não
200308,000.000.003-08,Carlos Pereira,(86) 98477-4451,carlos.pereira.308@gmail.com,2023-03-30,Plus,Anual,900,720,2024-03-29,Cartão,1x,Não,Sim,5,8,5,1,2,2,Não,Não,Não
200309,000.000.003-09,Sergio Pereira,(84) 97944-9525,sergio.pereira.309@email.com,2023-02-20,Plus,Anual,900,720,2024-02-20,Outros,1x,Sim,,0,1,2,0,0,0,Não,Não,Sim
200310,000.000.003-10,Helena Pereira,(71) 90669-0643,helena.pereira.310@gmail.com,2024-01-17,Ultra,Anual,1200,960,2025-01-16,Cartão,12x,Não,Sim,14,17,7,0,1,9,Não,Não,Não
200311,000.000.003-11,Olivia Silva,(22) 98112-1521,olivia.silva.311@email.com,2023-09-13,Ultra,Anual,1200,960,2024-09-12,Pix,1x,Não,,20,38,36,4,1,3,Não,Não,Não
200312,000.000.003-12,Mariana Costa,,mariana.costa.312@aluno.com,2024-08-11,Plus,Anual,900,720,2025-08-11,Outros,1x,Não,,24,43,29,0,5,9,Não,Não,Não
200313,000.000.003-13,Juliana Souza,(50) 96219-4192,juliana.souza.313@outlook.com,2023-04-25,Pro,Anual,1000,800,2024-04-24,Cartão,12x,Sim,Sim,0,2,4,0,0,3,Não,Não,Não
200314,000.000.003-14,Fernanda Gomes,(33) 93338-1711,fernanda.gomes.314@aluno.com,2024-03-15,Plus,Anual,900,720,2025-03-15,Cartão,1x,Não,Sim,21,34,31,4,5,11,Não,Não,Não
200315,000.000.003-15,Fernanda Costa,(13) 97593-0116,fernanda.costa.315@gmail.com,2024-01-21,Plus,Anual,900,720,2025-01-20,Cartão,12x,Não,Sim,0,2,0,0,1,2,Não,Não,Sim
200316,000.000.003-16,Olivia Costa,(74) 90162-0666,olivia.costa.316@outlook.com,2023-03-18,Plus,Anual,900,720,2024-03-17,Cartão,12x,Sim,Sim,11,16,14,4,3,6,Não,Não,Não
200317,000.000.003-17,Mariana Almeida,(70) 91775-6977,mariana.almeida.317@aluno.com,2023-02-11,Plus,Anual,900,720,2024-02-11,Outros,1x,Sim,,0,0,5,0,0,1,Não,Não,Sim
200318,000.000.003-18,Juliana Souza,(85) 99951-9218,juliana.souza.318@email.com,2023-11-11,Plus,Anual,900,720,2024-11-10,Cartão,12x,Não,Sim,9,20,26,0,1,4,Não,Não,Não
200319,000.000.003-19,Mariana Gomes,(83) 93552-4217,mariana.gomes.319@aluno.com,2024-05-14,Plus,Anual,900,720,2025-05-14,Outros,1x,Não,,19,33,30,0,1,2,Não,Não,Não
200320,000.000.003-20,Fernanda Almeida,(85) 90968-2952,fernanda.almeida.320@gmail.com,2024-11-16,Plus,Anual,900,720,2025-11-16,Cartão,12x,Não,Sim,1,9,15,2,3,5,Não,Não,Sim
200321,000.000.003-21,Helena Silva,(29) 91133-9099,helena.silva.321@gmail.com,2024-08-16,Plus,Anual,900,720,2025-08-16,Outros,1x,Não,,6,18,14,1,1,6,Não,Não,Não
200322,000.000.003-22,Ana Nascimento,(86) 96014-4635,ana.nascimento.322@outlook.com,2023-12-29,Ultra,Anual,1200,960,2024-12-28,Cartão,12x,Não,Sim,6,13,12,1,1,4,Não,Não,Não
200323,000.000.003-23,Karen Nascimento,(51) 95217-0104,karen.nascimento.323@email.com,2023-10-20,Plus,Anual,900,720,2024-10-19,Cartão,12x,Sim,Sim,0,1,5,0,0,1,Sim,Não,Sim
200324,000.000.003-24,Ana Almeida,(86) 97786-0216,ana.almeida.324@aluno.com,2024-01-28,Pro,Anual,1000,800,2025-01-27,Boleto,1x,Não,,0,0,5,0,0,1,Sim,Não,Sim
200325,000.000.003-25,Eduardo Gomes,(22) 98906-9027,eduardo.gomes.325@outlook.com,2024-04-24,Plus,Anual,900,720,2025-04-24,Cartão,1x,Não,Não,23,42,9,3,2,12,Não,Não,Não
200326,000.000.003-26,Igor Souza,(14) 98821-9648,igor.souza.326@outlook.com,2024-07-20,Plus,Anual,900,720,2025-07-20,Cartão,12x,Sim,Sim,6,15,7,2,3,4,Não,Não,Não
200327,000.000.003-27,Lucas Rodrigues,(41) 90406-0527,lucas.rodrigues.327@outlook.com,2023-03-25,Plus,Anual,900,720,2024-03-24,Outros,1x,Não,,0,1,3,0,0,0,Sim,Não,Não
200328,000.000.003-28,Eduardo Nascimento,,eduardo.nascimento.328@outlook.com,2024-06-27,Pro,Anual,1000,800,2025-06-27,Cartão,12x,Não,Não,0,1,2,0,0,2,Não,Não,Não
200329,000.000.003-29,Carlos Silva,(96) 93335-5943,carlos.silva.329@gmail.com,2023-03-02,Plus,Anual,900,720,2024-03-01,Cartão,12x,Não,Sim,7,19,34,3,3,3,Não,Não,Não
200330,000.000.003-30,Carlos Rodrigues,,carlos.rodrigues.330@outlook.com,2024-05-25,Pro,Anual,1000,800,2025-05-25,Pix,1x,Não,,22,28,21,1,3,6,Não,Não,Não
200331,000.000.003-31,Ana Almeida,(45) 93582-3312,ana.almeida.331@gmail.com,2024-09-12,Plus,Anual,900,720,2025-09-12,Outros,1x,Não,,10,24,5,0,5,9,Não,Não,Não
200332,000.000.003-32,Fernanda Rodrigues,(44) 95510-8159,fernanda.rodrigues.332@gmail.com,2024-05-22,Plus,Anual,900,720,2025-05-22,Cartão,12x,Não,Sim,10,15,10,0,5,7,Não,Não,Não
200333,000.000.003-33,Renata Costa,(62) 95872-3093,renata.costa.333@gmail.com,2023-09-18,Plus,Anual,900,720,2024-09-17,Outros,1x,Sim,,21,39,33,2,2,10,Não,Não,Não
200334,000.000.003-34,Juliana Oliveira,(82) 94146-0362,juliana.oliveira.334@aluno.com,2023-04-17,Plus,Anual,900,720,2024-04-16,Cartão,Nx,Sim,Sim,6,12,7,0,3,7,Não,Não,Não
200335,000.000.003-35,Fernanda Pereira,(75) 90363-2128,fernanda.pereira.335@email.com,2024-05-01,Plus,Anual,900,720,2025-05-01,Pix,1x,Não,,1,7,10,0,2,8,Não,Não,Não
200336,000.000.003-36,Tatiana Silva,(98) 90708-3280,tatiana.silva.336@email.com,2023-12-29,Plus,Anual,900,720,2024-12-28,Cartão,1x,Sim,Sim,9,16,6,0,1,5,Não,Não,Não
200337,000.000.003-37,Igor Pereira,,igor.pereira.337@outlook.com,2023-04-16,Ultra,Anual,1200,960,2024-04-15,Cartão,12x,Sim,Não,5,16,9,2,2,8,Não,Não,Não
200338,000.000.003-38,Paulo Gomes,(51) 95608-0863,paulo.gomes.338@outlook.com,2024-06-13,Plus,Anual,900,720,2025-06-13,Cartão,1x,Não,Sim,0,0,2,0,0,0,Sim,Não,Sim
200339,000.000.003-39,Olivia Silva,(14) 95903-0397,olivia.silva.339@outlook.com,2024-10-22,Pro,Anual,1000,800,2025-10-22,Cartão,12x,Sim,Sim,18,22,14,3,2,12,Não,Não,Não
200340,000.000.003-40,Victor Lima,(68) 96393-2643,victor.lima.340@aluno.com,2023-10-21,Pro,Anual,1000,800,2024-10-20,Cartão,Nx,Não,Sim,3,5,15,1,0,2,Não,Não,Não
200341,000.000.003-41,Tatiana Gomes,(11) 94351-9145,tatiana.gomes.341@outlook.com,2024-05-14,Pro,Anual,1000,800,2025-05-14,Cartão,12x,Não,Sim,21,28,40,2,2,11,Não,Não,Não
200342,000.000.003-42,Nicolas Nascimento,(13) 94436-5567,nicolas.nascimento.342@email.com,2024-11-20,Plus,Anual,900,720,2025-11-20,Cartão,12x,Não,Sim,18,31,5,3,3,8,Não,Não,Não
200343,000.000.003-43,Lucas Nascimento,,lucas.nascimento.343@email.com,2023-10-02,Plus,Anual,900,720,2024-10-01,Outros,1x,Sim,,11,21,11,2,5,11,Não,Sim,Sim
200344,000.000.003-44,Daniela Silva,(78) 95692-7724,daniela.silva.344@email.com,2023-05-21,Ultra,Anual,1200,960,2024-05-20,Cartão,Nx,Sim,Sim,6,18,1,0,3,6,Não,Não,Não
200345,000.000.003-45,Fernanda Gomes,,fernanda.gomes.345@outlook.com,2023-11-16,Plus,Anual,900,720,2024-11-15,Cartão,Nx,Não,Sim,0,1,1,0,1,3,Não,Sim,Sim
200346,000.000.003-46,Tatiana Pereira,(84) 97800-8746,tatiana.pereira.346@gmail.com,2023-10-21,Plus,Anual,900,720,2024-10-20,Cartão,12x,Não,Sim,23,32,23,2,5,5,Não,Não,Não
200347,000.000.003-47,Nicolas Souza,(75) 92742-1839,nicolas.souza.347@aluno.com,2024-09-22,Plus,Anual,900,720,2025-09-22,Pix,1x,Não,,0,2,3,0,0,0,Sim,Não,Não
200348,000.000.003-48,Renata Nascimento,(97) 99077-4095,renata.nascimento.348@aluno.com,2023-12-26,Plus,Anual,900,720,2024-12-25,Boleto,1x,Não,,0,1,0,0,1,1,Não,Não,Sim
200349,000.000.003-49,Eduardo Costa,(11) 96910-7712,eduardo.costa.349@gmail.com,2024-11-26,Ultra,Anual,1200,960,2025-11-26,Cartão,Nx,Não,Sim,5,11,38,1,5,10,Não,Não,Não
200350,000.000.003-50,Sergio Costa,,sergio.costa.350@aluno.com,2024-05-11,Plus,Anual,900,720,2025-05-11,Boleto,1x,Não,,11,16,17,2,1,7,Não,Não,Não
200351,000.000.003-51,Juliana Pereira,,juliana.pereira.351@aluno.com,2024-03-28,Ultra,Anual,1200,960,2025-03-28,Cartão,12x,Não,Sim,0,1,4,0,0,0,Não,Não,Sim
200352,000.000.003-52,Ana Souza,(87) 98498-8981,ana.souza.352@outlook.com,2024-03-23,Plus,Anual,900,720,2025-03-23,Cartão,1x,Não,Não,12,16,5,1,1,2,Não,Não,Não
200353,000.000.003-53,Igor Pereira,(22) 91113-6479,igor.pereira.353@outlook.com,2023-08-18,Pro,Anual,1000,800,2024-08-17,Cartão,12x,Não,Sim,24,39,20,2,2,4,Não,Não,Não
200354,000.000.003-54,Paulo Rodrigues,(77) 99480-3658,paulo.rodrigues.354@aluno.com,2024-01-15,Pro,Anual,1000,800,2025-01-14,Outros,1x,Não,,22,42,37,3,1,3,Não,Não,Sim
200355,000.000.003-55,Fernanda Oliveira,(44) 90992-3425,fernanda.oliveira.355@aluno.com,2023-07-10,Plus,Anual,900,720,2024-07-09,Cartão,12x,Sim,Sim,18,37,7,3,1,8,Não,Não,Não
200356,000.000.003-56,Tatiana Costa,(20) 98054-7083,tatiana.costa.356@email.com,2023-09-26,Plus,Anual,900,720,2024-09-25,Cartão,12x,Não,Sim,4,12,25,3,2,3,Não,Não,Não
200357,000.000.003-57,Igor Gomes,(99) 92569-6433,igor.gomes.357@gmail.com,2024-07-10,Plus,Anual,900,720,2025-07-10,Cartão,12x,Não,Sim,23,41,35,2,2,5,Não,Não,Não
200358,000.000.003-58,Helena Costa,(93) 94425-2244,helena.costa.358@email.com,2024-08-01,Pro,Anual,1000,800,2025-08-01,Cartão,12x,Não,Sim,16,22,36,0,2,2,Não,Não,Não
200359,000.000.003-59,Igor Souza,(32) 94975-0191,igor.souza.359@aluno.com,2024-03-04,Plus,Anual,900,720,2025-03-04,Cartão,12x,Não,Sim,0,2,4,0,1,3,Não,Não,Não
200360,000.000.003-60,Eduardo Nascimento,(66) 99571-2430,eduardo.nascimento.360@aluno.com,2023-02-20,Plus,Anual,900,720,2024-02-20,Cartão,12x,Não,Sim,2,11,8,1,1,4,Não,Não,Não
200361,000.000.003-61,Eduardo Gomes,(40) 92207-9630,eduardo.gomes.361@outlook.com,2023-01-05,Plus,Anual,900,720,2024-01-05,Pix,1x,Não,,1,5,15,1,1,7,Não,Não,Não
200362,000.000.003-62,Bruno Almeida,(76) 94525-0760,bruno.almeida.362@email.com,2024-09-25,Pro,Anual,1000,800,2025-09-25,Cartão,Nx,Não,Sim,7,14,22,3,3,7,Não,Não,Não
200363,000.000.003-63,Renata Costa,(13) 97364-8022,renata.costa.363@aluno.com,2024-12-23,Plus,Anual,900,720,2025-12-23,Pix,1x,Não,,24,33,6,4,1,4,Não,Não,Não
200364,000.000.003-64,Helena Almeida,(31) 91222-9386,helena.almeida.364@outlook.com,2023-08-16,Plus,Anual,900,720,2024-08-15,Outros,1x,Sim,,1,10,15,1,3,7,Sim,Não,Não
200365,000.000.003-65,Juliana Silva,(16) 96775-0351,juliana.silva.365@aluno.com,2023-04-12,Plus,Anual,900,720,2024-04-11,Cartão,12x,Sim,Sim,2,7,3,2,1,1,Não,Não,Não
200366,000.000.003-66,Juliana Pereira,(77) 94244-0796,juliana.pereira.366@aluno.com,2023-03-24,Plus,Anual,900,720,2024-03-23,Cartão,12x,Não,Sim,3,14,10,2,1,1,Sim,Não,Não
200367,000.000.003-67,Sergio Rodrigues,(96) 98541-8951,sergio.rodrigues.367@email.com,2023-06-23,Plus,Anual,900,720,2024-06-22,Cartão,12x,Não,Sim,20,26,39,2,1,11,Não,Não,Não
200368,000.000.003-68,Daniela Gomes,(88) 96582-3349,daniela.gomes.368@email.com,2024-11-07,Plus,Anual,900,720,2025-11-07,Boleto,1x,Não,,0,2,3,0,0,0,Não,Não,Sim
200369,000.000.003-69,Bruno Souza,(45) 99142-1879,bruno.souza.369@email.com,2024-06-01,Pro,Anual,1000,800,2025-06-01,Cartão,12x,Não,Sim,4,8,5,2,2,5,Não,Não,Não
200370,000.000.003-70,Ana Gomes,(24) 93006-1005,ana.gomes.370@email.com,2023-02-10,Plus,Anual,900,720,2024-02-10,Cartão,12x,Não,Sim,0,1,5,0,1,2,Não,Sim,Sim
200371,000.000.003-71,Mariana Souza,(34) 99102-1132,mariana.souza.371@outlook.com,2024-02-10,Pro,Anual,1000,800,2025-02-09,Cartão,1x,Não,Sim,16,31,25,0,1,3,Não,Não,Não
200372,000.000.003-72,Paulo Gomes,(83) 94599-9071,paulo.gomes.372@outlook.com,2023-05-25,Plus,Anual,900,720,2024-05-24,Cartão,1x,Não,Sim,0,0,0,0,0,3,Não,Sim,Sim
200373,000.000.003-73,Victor Costa,(40) 91336-6574,victor.costa.373@email.com,2024-02-24,Pro,Anual,1000,800,2025-02-23,Cartão,1x,Sim,Sim,22,29,29,3,4,6,Não,Não,Não
200374,000.000.003-74,Igor Oliveira,(80) 94343-1795,igor.oliveira.374@gmail.com,2024-06-10,Pro,Anual,1000,800,2025-06-10,Outros,1x,Não,,3,12,13,2,1,8,Não,Não,Não
200375,000.000.003-75,Ana Almeida,(81) 93094-0548,ana.almeida.375@email.com,2023-03-13,Ultra,Anual,1200,960,2024-03-12,Pix,1x,Sim,,19,32,13,4,2,11,Não,Não,Não
200376,000.000.003-76,Gustavo Gomes,(15) 98803-9910,gustavo.gomes.376@outlook.com,2024-06-29,Plus,Anual,900,720,2025-06-29,Cartão,1x,Não,Sim,0,0,2,0,0,0,Não,Não,Não
200377,000.000.003-77,Helena Gomes,(68) 90790-7535,helena.gomes.377@gmail.com,2023-01-16,Plus,Anual,900,720,2024-01-16,Cartão,1x,Sim,Não,0,2,0,0,0,0,Não,Não,Sim
200378,000.000.003-78,Helena Almeida,(61) 91718-3049,helena.almeida.378@email.com,2023-11-24,Plus,Anual,900,720,2024-11-23,Pix,1x,Não,,24,39,35,1,2,12,Não,Não,Não
200379,000.000.003-79,Bruno Souza,(30) 94267-1680,bruno.souza.379@email.com,2023-07-14,Plus,Anual,900,720,2024-07-13,Pix,1x,Não,,19,32,34,0,1,9,Não,Não,Não
200380,000.000.003-80,Daniela Costa,(73) 92066-6751,daniela.costa.380@outlook.com,2023-10-06,Plus,Anual,900,720,2024-10-05,Boleto,1x,Não,,0,2,1,0,1,3,Não,Sim,Sim
200381,000.000.003-81,Victor Almeida,(17) 92174-6260,victor.almeida.381@outlook.com,2023-11-16,Plus,Anual,900,720,2024-11-15,Cartão,12x,Sim,Não,10,16,35,0,3,11,Não,Não,Não
200382,000.000.003-82,Olivia Rodrigues,(49) 97297-2050,olivia.rodrigues.382@outlook.com,2023-02-01,Plus,Anual,900,720,2024-02-01,Outros,1x,Não,,23,28,18,4,2,6,Não,Não,Não
200383,000.000.003-83,Helena Silva,(68) 96694-3055,helena.silva.383@outlook.com,2024-05-05,Pro,Anual,1000,800,2025-05-05,Cartão,Nx,Não,Sim,3,7,11,1,2,3,Não,Sim,Sim
200384,000.000.003-84,Juliana Gomes,(89) 98378-2962,juliana.gomes.384@gmail.com,2024-11-11,Plus,Anual,900,720,2025-11-11,Boleto,1x,Não,,4,8,6,0,1,1,Não,Não,Não
200385,000.000.003-85,Karen Almeida,(82) 91512-6467,karen.almeida.385@email.com,2024-07-31,Plus,Anual,900,720,2025-07-31,Cartão,1x,Não,Sim,2,6,11,0,3,3,Não,Não,Não
